Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Ganhadores_14_Numeros;Ganhadores_13_Numeros;Ganhadores_12_Numeros;Ganhadores_11_Numeros;Valor_Rateio_15_Numeros;Valor_Rateio_14_Numeros;Valor_Rateio_13_Numeros;Valor_Rateio_12_Numeros;Valor_Rateio_11_Numeros;Acumulado_15_Numeros;Estimativa_Premio;Valor_Acumulado_Especial;Pares;Impares;N_Primos
1994;17/07/2020;03;04;05;06;07;08;09;11;12;17;19;20;22;24;25;0,00;6;756;24406;294430;1497933;0;0;0;0;0;0;0;0;7;8;6
1995;20/07/2020;01;03;05;07;09;10;11;12;13;14;18;19;20;23;25;0,00;6;622;22276;261284;1216607;0;0;0;0;0;0;0;0;5;10;7
1996;22/07/2020;02;04;05;07;08;09;10;11;12;13;18;19;20;22;25;0,00;4;622;18670;215861;1099083;0;0;0;0;0;0;0;0;8;7;6
1997;24/07/2020;02;04;06;07;08;09;12;13;14;15;16;18;20;21;22;0,00;1;428;16974;192995;1004284;0;0;0;0;0;0;0;0;10;5;3
1998;27/07/2020;01;03;04;05;06;10;11;12;13;14;17;19;20;22;24;0,00;1;463;18565;209555;1033495;0;0;0;0;0;0;0;0;8;7;6
1999;29/07/2020;03;04;06;07;08;09;13;15;17;19;20;22;23;24;25;0,00;3;516;17574;220718;1085804;0;0;0;0;0;0;0;0;6;9;6
2000;31/07/2020;02;03;04;07;11;12;14;16;17;18;19;20;22;23;24;0,00;2;376;14425;199362;1085059;0;0;0;0;0;0;0;0;9;6;7
2001;03/08/2020;01;02;03;06;07;09;10;11;16;17;19;20;21;22;25;0,00;1;288;10884;147755;885172;0;0;0;0;0;0;0;0;6;9;6
2002;04/08/2020;02;03;05;08;10;12;13;14;16;17;18;19;20;24;25;0,00;1;124;6157;83386;467996;0;0;0;0;0;0;0;0;9;6;6
2003;05/08/2020;01;05;06;07;08;09;10;11;12;15;17;20;22;24;25;0,00;1;289;10037;134658;720698;0;0;0;0;0;0;0;0;7;8;4
2004;06/08/2020;01;03;04;08;10;11;12;13;14;15;18;19;21;22;25;0,00;1;145;6564;82173;475541;0;0;0;0;0;0;0;0;7;8;4
2005;07/08/2020;03;06;08;09;11;12;13;15;17;18;19;21;22;24;25;0,00;1;379;11494;139636;779227;0;0;0;0;0;0;0;0;6;9;5
2006;08/08/2020;01;02;04;05;07;08;10;13;17;19;20;21;23;24;25;0,00;1;219;8576;96524;468275;0;0;0;0;0;0;0;0;6;9;7
2007;10/08/2020;01;03;05;06;10;11;15;16;17;18;19;20;21;22;24;0,00;0;185;9287;119091;667681;0;0;0;0;0;0;0;0;7;8;5
2008;11/08/2020;02;03;05;06;08;10;11;12;13;14;15;17;21;23;25;0,00;0;413;13412;142149;732315;0;0;0;0;0;0;0;0;6;9;7
2009;12/08/2020;01;02;03;04;05;07;12;13;15;16;17;19;20;22;24;0,00;4;469;16185;208064;1093620;0;0;0;0;0;0;0;0;7;8;7
2010;13/08/2020;02;03;04;05;06;10;11;12;16;19;20;21;22;24;25;0,00;1;342;12050;134204;700041;0;0;0;0;0;0;0;0;9;6;5
2011;14/08/2020;01;05;07;10;11;13;16;18;19;20;21;22;23;24;25;0,00;4;342;13118;153797;853049;0;0;0;0;0;0;0;0;6;9;6
2012;15/08/2020;01;03;04;06;09;10;12;15;16;17;18;20;22;24;25;0,00;0;241;7110;81404;413212;0;0;0;0;0;0;0;0;9;6;2
2013;17/08/2020;01;02;04;07;08;10;11;14;16;19;20;21;23;24;25;0,00;5;578;16161;169887;825856;0;0;0;0;0;0;0;0;8;7;5
2014;18/08/2020;03;04;06;07;08;09;10;15;16;17;18;19;22;23;25;0,00;0;115;5384;80409;467968;0;0;0;0;0;0;0;0;7;8;5
2015;19/08/2020;02;03;04;05;06;08;09;11;13;15;17;18;20;23;25;0,00;7;675;16766;176005;882120;0;0;0;0;0;0;0;0;6;9;7
2016;20/08/2020;02;03;09;10;11;13;14;15;17;18;19;22;23;24;25;0,00;1;286;9675;110003;571748;0;0;0;0;0;0;0;0;6;9;7
2017;21/08/2020;01;02;03;04;05;08;13;15;16;19;20;21;22;24;25;0,00;1;270;8825;120994;681549;0;0;0;0;0;0;0;0;7;8;5
2018;22/08/2020;01;02;03;04;05;08;11;12;13;14;17;18;20;21;22;0,00;0;124;4979;69367;409638;0;0;0;0;0;0;0;0;8;7;6
2019;24/08/2020;01;03;05;06;08;09;10;11;14;17;18;20;23;24;25;0,00;2;460;15420;172242;883440;0;0;0;0;0;0;0;0;7;8;5
2020;25/08/2020;02;03;04;05;07;08;09;12;15;16;17;19;20;21;25;0,00;4;214;8974;117344;659053;0;0;0;0;0;0;0;0;6;9;6
2021;26/08/2020;01;02;03;04;06;07;08;10;12;15;18;19;22;23;24;0,00;0;200;8693;115156;642584;0;0;0;0;0;0;0;0;9;6;5
2022;27/08/2020;01;03;06;08;09;10;11;12;13;14;17;18;21;22;25;0,00;1;266;8985;115215;627672;0;0;0;0;0;0;0;0;7;8;4
2023;28/08/2020;01;02;04;08;10;11;12;14;15;16;17;19;20;21;25;0,00;2;306;10496;118566;633076;0;0;0;0;0;0;0;0;8;7;4
2024;29/08/2020;01;02;03;04;05;06;08;09;11;14;17;18;21;23;24;0,00;1;164;6473;81271;420334;0;0;0;0;0;0;0;0;7;8;6
2025;31/08/2020;02;03;04;06;08;09;10;12;14;15;16;18;19;20;22;0,00;6;667;15286;146620;675581;0;0;0;0;0;0;0;0;11;4;3
2026;01/09/2020;01;03;04;05;06;11;13;14;16;19;20;21;22;23;24;0,00;0;161;6396;92040;514465;0;0;0;0;0;0;0;0;7;8;6
2027;02/09/2020;01;02;03;06;07;09;12;13;16;17;20;21;23;24;25;0,00;2;408;13288;146003;782964;0;0;0;0;0;0;0;0;6;9;6
2028;03/09/2020;01;02;03;04;05;06;08;09;15;16;18;19;20;23;25;0,00;1;263;6163;92036;531776;0;0;0;0;0;0;0;0;7;8;5
2029;04/09/2020;03;04;07;08;10;11;12;13;16;17;19;22;23;24;25;0,00;0;492;13905;153986;791999;0;0;0;0;0;0;0;0;7;8;7
2030;12/09/2020;02;03;04;05;06;09;10;12;14;15;17;19;22;23;25;0,00;50;8408;246828;2702658;13506290;0;0;0;0;0;0;0;0;7;8;6
2031;14/09/2020;01;02;03;07;08;09;10;12;13;15;18;20;23;24;25;0,00;2;572;16891;172356;853199;0;0;0;0;0;0;0;0;7;8;5
2032;15/09/2020;02;04;05;07;08;09;12;13;15;17;18;19;21;22;25;0,00;8;592;13677;132604;621838;0;0;0;0;0;0;0;0;6;9;6
2033;16/09/2020;01;02;05;06;10;11;12;13;14;16;17;19;20;21;22;0,00;2;275;9209;116028;625551;0;0;0;0;0;0;0;0;8;7;6
2034;17/09/2020;01;03;04;05;07;08;09;11;13;14;16;18;19;22;24;0,00;103;582;12673;119702;575259;0;0;0;0;0;0;0;0;7;8;6
2035;18/09/2020;03;08;10;11;12;13;14;16;18;19;20;22;23;24;25;0,00;5;282;11056;162825;785271;0;0;0;0;0;0;0;0;9;6;5
2036;19/09/2020;04;05;06;07;08;11;12;13;17;18;19;21;22;23;25;0,00;2;281;7594;89139;490671;0;0;0;0;0;0;0;0;6;9;7
2037;21/09/2020;01;02;04;07;08;09;10;11;14;16;18;20;21;22;23;0,00;1;293;9727;120192;635819;0;0;0;0;0;0;0;0;9;6;4
2038;22/09/2020;01;03;05;07;10;11;12;14;15;17;18;19;20;24;25;0,00;1;435;10964;118988;597314;0;0;0;0;0;0;0;0;6;9;6
2039;23/09/2020;01;02;03;04;05;06;10;11;14;15;19;21;23;24;25;0,00;2;245;9845;127788;661352;0;0;0;0;0;0;0;0;6;9;6
2040;24/09/2020;02;03;08;10;11;12;13;14;15;16;20;21;22;23;24;0,00;1;245;9503;135166;781117;0;0;0;0;0;0;0;0;9;6;5
2041;25/09/2020;01;02;04;07;09;11;13;14;16;17;19;22;23;24;25;0,00;4;749;15475;156669;751053;0;0;0;0;0;0;0;0;6;9;7
2042;26/09/2020;02;03;04;08;09;10;12;14;15;17;18;21;22;24;25;0,00;1;261;8449;95737;510570;0;0;0;0;0;0;0;0;9;6;3
2043;28/09/2020;03;05;07;09;12;13;14;15;17;18;19;21;22;23;25;0,00;4;538;19766;182588;787736;0;0;0;0;0;0;0;0;4;11;7
2044;29/09/2020;03;05;06;10;11;13;16;17;18;19;20;21;22;24;25;0,00;0;206;7753;96360;553674;0;0;0;0;0;0;0;0;7;8;6
2045;30/09/2020;01;03;05;09;12;13;15;16;17;18;19;20;21;24;25;0,00;1;285;11759;157828;890473;0;0;0;0;0;0;0;0;5;10;5
2046;01/10/2020;01;03;04;07;10;11;14;15;17;20;21;22;23;24;25;0,00;2;298;9941;111781;576612;0;0;0;0;0;0;0;0;6;9;5
2047;02/10/2020;02;03;04;05;07;08;10;11;12;15;16;18;20;21;23;0,00;2;468;13807;147195;740380;0;0;0;0;0;0;0;0;8;7;6
2048;03/10/2020;01;03;04;06;07;08;09;12;13;16;19;20;21;22;25;0,00;1;179;6505;78189;447713;0;0;0;0;0;0;0;0;7;8;4
2049;05/10/2020;03;04;08;09;10;11;13;14;16;17;20;21;22;24;25;0,00;1;258;10207;114992;641386;0;0;0;0;0;0;0;0;8;7;4
2050;06/10/2020;01;02;03;04;05;06;07;09;13;15;17;18;19;21;22;0,00;1;299;11500;144169;763501;0;0;0;0;0;0;0;0;5;10;7
2051;07/10/2020;01;02;03;04;07;09;10;12;16;18;19;20;22;23;25;0,00;1;289;11127;133169;724649;0;0;0;0;0;0;0;0;8;7;5
2052;08/10/2020;01;03;04;06;08;10;12;13;14;16;17;18;20;24;25;0,00;2;401;10681;110468;538534;0;0;0;0;0;0;0;0;10;5;3
2053;09/10/2020;03;04;09;11;12;13;15;16;17;18;20;21;22;23;24;0,00;1;171;8225;126375;670879;0;0;0;0;0;0;0;0;7;8;5
2054;10/10/2020;01;02;03;05;07;08;10;11;12;14;17;19;21;22;23;0,00;4;426;11171;112276;541675;0;0;0;0;0;0;0;0;6;9;8
2055;13/10/2020;01;02;03;04;05;07;11;14;15;16;18;19;21;23;25;0,00;3;218;9740;113412;633765;0;0;0;0;0;0;0;0;5;10;7
2056;14/10/2020;01;03;04;05;06;09;10;13;15;16;17;18;19;20;21;0,00;0;215;8188;113743;637585;0;0;0;0;0;0;0;0;6;9;5
2057;15/10/2020;02;05;06;08;09;10;11;12;13;14;15;16;18;20;25;0,00;4;301;11459;155019;809238;0;0;0;0;0;0;0;0;9;6;4
2058;16/10/2020;01;05;07;08;10;12;13;14;15;17;20;21;22;23;24;0,00;1;275;10313;133439;718162;0;0;0;0;0;0;0;0;7;8;5
2059;17/10/2020;01;04;05;10;12;14;15;16;17;18;19;20;21;23;25;0,00;1;191;6385;83694;482559;0;0;0;0;0;0;0;0;7;8;4
2060;19/10/2020;03;05;09;13;14;16;17;18;19;20;21;22;23;24;25;0,00;4;497;13135;165073;855165;0;0;0;0;0;0;0;0;6;9;6
2061;20/10/2020;01;02;05;08;10;11;12;15;16;17;18;19;20;21;23;0,00;2;193;7433;100161;551377;0;0;0;0;0;0;0;0;7;8;6
2062;21/10/2020;03;04;06;07;08;09;10;12;14;15;19;20;22;23;24;0,00;1;227;9942;118900;633180;0;0;0;0;0;0;0;0;9;6;4
2063;22/10/2020;01;02;05;06;07;10;11;13;16;18;19;20;22;24;25;0,00;1;317;9585;103348;526645;0;0;0;0;0;0;0;0;8;7;6
2064;23/10/2020;06;07;09;10;11;12;13;17;18;19;20;21;22;24;25;0,00;1;269;8003;109315;627829;0;0;0;0;0;0;0;0;7;8;5
2065;24/10/2020;04;05;06;07;08;09;10;11;12;13;14;17;19;21;22;0,00;5;180;7104;79634;466401;0;0;0;0;0;0;0;0;7;8;6
2066;26/10/2020;02;04;06;08;09;10;12;14;15;16;17;18;19;24;25;0,00;0;300;11183;120309;599726;0;0;0;0;0;0;0;0;10;5;3
2067;27/10/2020;01;07;08;09;12;13;14;16;17;19;20;21;23;24;25;0,00;3;280;9532;127753;715973;0;0;0;0;0;0;0;0;6;9;5
2068;28/10/2020;01;02;03;07;10;14;15;16;18;19;20;21;23;24;25;0,00;0;262;8925;111278;593521;0;0;0;0;0;0;0;0;7;8;5
2069;29/10/2020;01;02;03;04;05;06;07;09;13;17;21;22;23;24;25;0,00;5;701;13397;129898;702104;0;0;0;0;0;0;0;0;5;10;7
2070;30/10/2020;02;04;06;08;09;12;13;14;15;16;17;19;20;24;25;0,00;4;388;17081;162642;846444;0;0;0;0;0;0;0;0;9;6;4
2071;31/10/2020;01;02;04;06;09;10;11;12;13;15;16;17;20;21;25;0,00;1;216;6740;84522;455293;0;0;0;0;0;0;0;0;7;8;4
2072;03/11/2020;01;03;04;09;10;11;12;13;14;15;17;18;21;22;24;0,00;0;252;8778;114336;642257;0;0;0;0;0;0;0;0;7;8;4
2073;04/11/2020;04;05;06;07;11;12;13;15;16;18;19;20;23;24;25;0,00;5;286;12717;153389;870152;0;0;0;0;0;0;0;0;7;8;6
2074;05/11/2020;02;03;04;05;06;09;14;15;18;19;20;21;22;24;25;0,00;2;182;7040;90255;530535;0;0;0;0;0;0;0;0;8;7;4
2075;06/11/2020;02;03;05;07;08;09;11;12;13;14;17;19;23;24;25;0,00;7;701;19460;192235;843414;0;0;0;0;0;0;0;0;5;10;9
2076;07/11/2020;01;03;05;06;09;10;11;12;13;14;15;18;22;24;25;0,00;3;196;7113;95742;521955;0;0;0;0;0;0;0;0;7;8;4
2077;09/11/2020;03;04;05;07;08;10;11;12;13;14;15;16;21;24;25;0,00;3;211;7357;103194;657667;0;0;0;0;0;0;0;0;7;8;5
2078;10/11/2020;01;02;03;04;06;12;13;15;17;18;19;21;22;24;25;0,00;0;234;8498;104672;581585;0;0;0;0;0;0;0;0;7;8;5
2079;11/11/2020;01;02;03;06;09;12;14;15;17;18;19;22;23;24;25;0,00;0;593;16625;194561;904945;0;0;0;0;0;0;0;0;7;8;5
2080;12/11/2020;01;02;03;05;12;13;14;15;16;17;18;21;22;23;25;0,00;2;426;14805;205088;1205720;0;0;0;0;0;0;0;0;6;9;6
2081;13/11/2020;02;04;05;06;07;09;10;11;15;16;17;18;19;20;21;0,00;1;298;9615;121239;659258;0;0;0;0;0;0;0;0;7;8;6
2082;14/11/2020;01;04;05;06;07;08;09;10;13;15;16;17;19;20;25;0,00;0;244;6662;87105;502337;0;0;0;0;0;0;0;0;6;9;5
2083;16/11/2020;04;05;07;09;10;11;12;14;16;19;20;21;22;23;24;0,00;3;453;15204;176720;901831;0;0;0;0;0;0;0;0;8;7;5
2084;17/11/2020;01;03;04;05;06;08;09;10;11;14;15;16;19;22;24;0,00;1;207;7762;95887;516881;0;0;0;0;0;0;0;0;8;7;4
2085;18/11/2020;01;04;06;09;10;12;13;14;15;16;18;20;23;24;25;0,00;0;255;9482;117473;624577;0;0;0;0;0;0;0;0;9;6;2
2086;19/11/2020;04;05;06;10;11;12;14;15;17;20;21;22;23;24;25;0,00;0;239;9338;124709;742863;0;0;0;0;0;0;0;0;8;7;4
2087;20/11/2020;03;06;08;10;13;14;15;16;17;18;19;20;23;24;25;0,00;1;351;13590;168284;923038;0;0;0;0;0;0;0;0;8;7;5
2088;21/11/2020;01;02;04;05;06;07;09;11;13;14;15;21;22;23;24;0,00;1;144;5564;86032;480618;0;0;0;0;0;0;0;0;6;9;6
2089;23/11/2020;01;02;05;06;08;09;10;11;12;13;16;19;20;23;25;0,00;2;404;11419;122724;673698;0;0;0;0;0;0;0;0;7;8;6
2090;24/11/2020;01;06;08;09;10;12;14;15;16;18;19;20;22;24;25;0,00;1;470;15783;168608;806882;0;0;0;0;0;0;0;0;10;5;1
2091;25/11/2020;02;03;04;05;06;07;08;09;10;11;16;17;19;20;24;0,00;0;174;8430;92468;542961;0;0;0;0;0;0;0;0;8;7;7
2092;26/11/2020;01;02;03;05;07;09;11;13;15;17;18;19;20;22;25;0,00;4;749;21396;196339;821513;0;0;0;0;0;0;0;0;4;11;8
2093;27/11/2020;01;02;03;04;06;08;09;12;14;15;19;20;21;24;25;0,00;1;296;10003;119606;637419;0;0;0;0;0;0;0;0;8;7;3
2094;28/11/2020;02;04;05;06;08;09;10;11;12;14;18;19;23;24;25;0,00;4;289;9472;106802;542824;0;0;0;0;0;0;0;0;9;6;5
2095;30/11/2020;01;02;04;06;08;11;12;14;15;17;18;19;20;22;23;0,00;1;221;7926;100938;573201;0;0;0;0;0;0;0;0;9;6;5
2096;01/12/2020;02;03;07;08;09;10;11;13;14;15;18;19;20;21;25;0,00;0;210;8018;103731;613301;0;0;0;0;0;0;0;0;6;9;6
2097;02/12/2020;02;03;06;07;08;10;12;14;15;16;18;19;21;23;24;0,00;2;671;13982;151605;786133;0;0;0;0;0;0;0;0;9;6;5
2098;03/12/2020;04;07;08;09;10;12;13;15;16;17;18;19;20;22;25;0,00;0;184;7473;107710;570846;0;0;0;0;0;0;0;0;8;7;4
2099;04/12/2020;01;02;05;07;08;09;11;12;14;15;17;18;20;24;25;0,00;2;577;16825;186363;954961;0;0;0;0;0;0;0;0;7;8;5
2100;05/12/2020;01;03;05;06;07;10;11;14;17;18;19;20;21;23;25;0,00;1;441;14009;156958;756349;0;0;0;0;0;0;0;0;5;10;7
2101;07/12/2020;01;02;03;08;10;11;14;17;18;19;20;21;23;24;25;0,00;0;324;12397;153372;728732;0;0;0;0;0;0;0;0;7;8;6
2102;08/12/2020;02;03;04;05;08;09;10;11;12;13;15;16;20;22;25;0,00;2;345;12112;152759;811800;0;0;0;0;0;0;0;0;8;7;5
2103;09/12/2020;01;02;05;07;10;11;12;13;15;16;18;19;20;21;25;0,00;1;290;11717;141269;712582;0;0;0;0;0;0;0;0;6;9;6
2104;10/12/2020;02;04;05;06;08;09;10;11;12;14;17;18;20;21;23;0,00;7;505;12651;120768;586911;0;0;0;0;0;0;0;0;9;6;5
2105;11/12/2020;03;07;08;09;10;13;14;16;17;18;19;20;21;22;25;0,00;3;235;7907;116789;651429;0;0;0;0;0;0;0;0;7;8;5
2106;12/12/2020;02;04;06;07;08;09;11;12;13;14;15;16;17;21;24;0,00;1;134;5635;81057;479137;0;0;0;0;0;0;0;0;8;7;5
2107;14/12/2020;01;02;03;05;07;08;09;12;13;16;18;20;22;24;25;0,00;4;513;13247;138420;673464;0;0;0;0;0;0;0;0;8;7;5
2108;15/12/2020;01;03;04;05;06;07;09;13;16;17;18;19;21;24;25;0,00;0;167;7001;97237;539366;0;0;0;0;0;0;0;0;5;10;6
2109;16/12/2020;02;04;05;08;09;10;11;12;13;14;16;17;21;22;23;0,00;4;343;11484;140922;776650;0;0;0;0;0;0;0;0;8;7;6
2110;17/12/2020;02;06;08;10;11;13;14;15;16;17;18;21;22;24;25;0,00;0;209;9744;125855;707818;0;0;0;0;0;0;0;0;9;6;4
2111;18/12/2020;01;03;04;05;09;11;12;13;14;16;19;20;21;23;24;0,00;3;567;20998;229369;1176802;0;0;0;0;0;0;0;0;6;9;6
2112;19/12/2020;02;03;04;07;08;09;10;11;12;15;16;18;22;24;25;0,00;0;223;8365;101664;526954;0;0;0;0;0;0;0;0;9;6;4
2113;21/12/2020;01;02;04;07;08;09;10;11;13;16;17;20;22;24;25;0,00;5;529;15584;168800;855835;0;0;0;0;0;0;0;0;8;7;5
2114;22/12/2020;02;05;07;08;09;10;11;15;16;17;18;19;20;21;24;0,00;0;175;7262;96486;567178;0;0;0;0;0;0;0;0;7;8;6
2115;23/12/2020;03;05;07;09;10;12;13;16;17;18;20;21;22;24;25;0,00;1;669;19168;203351;938491;0;0;0;0;0;0;0;0;7;8;5
2116;24/12/2020;02;03;04;06;07;08;09;10;12;13;14;18;21;24;25;0,00;2;132;5773;74539;436106;0;0;0;0;0;0;0;0;9;6;4
2117;26/12/2020;01;02;04;05;07;09;14;15;16;17;19;20;21;22;24;0,00;1;180;6377;80967;427907;0;0;0;0;0;0;0;0;7;8;5
2118;28/12/2020;03;06;08;09;10;11;12;14;16;17;18;19;20;22;25;0,00;3;294;9451;132554;679753;0;0;0;0;0;0;0;0;9;6;4
2119;29/12/2020;01;05;06;07;08;10;12;13;14;18;20;21;22;23;24;0,00;0;198;8336;103593;582547;0;0;0;0;0;0;0;0;9;6;4
2120;30/12/2020;02;04;05;08;09;12;13;14;17;18;20;21;22;23;25;0,00;2;647;19489;216372;1062424;0;0;0;0;0;0;0;0;8;7;5
2121;31/12/2020;01;02;04;05;07;08;09;14;17;18;19;20;22;23;25;0,00;0;131;6816;91602;471340;0;0;0;0;0;0;0;0;7;8;6
2122;02/01/2021;01;03;04;05;09;10;11;14;15;18;20;21;22;23;25;0,00;1;153;5813;73627;402620;0;0;0;0;0;0;0;0;6;9;4
2123;04/01/2021;01;05;06;08;09;10;14;17;18;19;20;21;23;24;25;0,00;0;304;11056;131679;706259;0;0;0;0;0;0;0;0;7;8;4
2124;05/01/2021;01;03;05;06;07;08;09;10;11;13;16;22;23;24;25;0,00;3;210;9802;138734;832632;0;0;0;0;0;0;0;0;6;9;6
2125;06/01/2021;01;08;10;11;12;13;15;16;17;19;20;21;23;24;25;0,00;1;227;9284;135312;684738;0;0;0;0;0;0;0;0;6;9;5
2126;07/01/2021;01;03;04;05;07;08;09;10;12;15;17;21;22;24;25;0,00;2;199;8169;113117;618612;0;0;0;0;0;0;0;0;6;9;4
2127;08/01/2021;02;03;04;05;06;10;11;13;14;15;16;18;20;23;24;0,00;2;375;14586;150609;757645;0;0;0;0;0;0;0;0;9;6;6
2128;09/01/2021;02;03;04;06;07;09;10;11;14;16;17;18;22;23;25;0,00;2;237;7570;87427;483755;0;0;0;0;0;0;0;0;8;7;6
2129;11/01/2021;01;03;04;06;07;08;10;11;14;15;19;20;21;22;24;0,00;1;321;9057;107429;597339;0;0;0;0;0;0;0;0;8;7;4
2130;12/01/2021;03;04;06;07;09;10;11;12;13;14;15;16;18;20;23;0,00;1;320;12834;171546;906657;0;0;0;0;0;0;0;0;8;7;5
2131;13/01/2021;01;02;03;07;08;09;10;11;13;14;16;17;19;23;25;0,00;0;325;12011;139006;718333;0;0;0;0;0;0;0;0;5;10;8
2132;14/01/2021;01;03;06;09;10;11;12;15;17;19;20;21;22;23;24;0,00;2;390;12516;153585;846869;0;0;0;0;0;0;0;0;6;9;5
2133;15/01/2021;02;04;06;07;08;09;10;11;14;15;17;18;19;21;23;0,00;0;281;9898;122281;670252;0;0;0;0;0;0;0;0;7;8;6
2134;16/01/2021;01;03;04;06;08;10;12;14;17;18;19;20;21;22;25;0,00;5;439;12760;141268;724189;0;0;0;0;0;0;0;0;9;6;3
2135;18/01/2021;01;02;03;04;05;06;08;13;15;16;18;19;21;23;25;0,00;2;495;12670;151289;685274;0;0;0;0;0;0;0;0;6;9;6
2136;19/01/2021;02;03;04;06;07;09;10;13;14;16;18;19;20;24;25;0,00;0;283;9188;115387;610780;0;0;0;0;0;0;0;0;9;6;5
2137;20/01/2021;02;06;07;09;11;12;13;14;16;17;18;19;20;21;23;0,00;1;273;10241;143386;797082;0;0;0;0;0;0;0;0;7;8;7
2138;21/01/2021;02;03;05;06;07;08;09;12;13;16;18;19;21;22;24;0,00;1;367;10239;108887;558972;0;0;0;0;0;0;0;0;8;7;6
2139;22/01/2021;01;02;03;07;08;12;13;14;16;17;18;19;22;23;25;0,00;3;545;12963;147281;666146;0;0;0;0;0;0;0;0;7;8;7
2140;23/01/2021;01;03;05;06;07;08;09;11;15;17;20;21;22;23;24;0,00;0;243;10565;143079;747678;0;0;0;0;0;0;0;0;5;10;6
2141;25/01/2021;01;02;03;04;05;07;08;09;10;14;18;22;23;24;25;0,00;4;479;20101;217408;1248198;0;0;0;0;0;0;0;0;8;7;5
2142;26/01/2021;02;04;06;07;09;11;12;14;16;17;20;22;23;24;25;0,00;2;367;10553;109324;532242;0;0;0;0;0;0;0;0;9;6;5
2143;27/01/2021;01;02;03;06;09;10;11;14;17;18;19;20;21;23;25;0,00;0;400;12785;123231;653120;0;0;0;0;0;0;0;0;6;9;6
2144;28/01/2021;01;02;05;06;08;09;11;12;13;14;15;17;19;20;25;0,00;1;276;9710;129530;751511;0;0;0;0;0;0;0;0;6;9;6
2145;29/01/2021;02;05;06;07;08;10;12;13;14;15;17;20;23;24;25;0,00;1;251;10304;130805;706902;0;0;0;0;0;0;0;0;8;7;6
2146;30/01/2021;01;02;04;06;08;09;11;13;16;17;18;19;20;21;22;0,00;4;170;6718;81111;469334;0;0;0;0;0;0;0;0;8;7;5
2147;01/02/2021;01;03;05;06;07;08;09;12;14;15;16;19;20;22;25;0,00;1;349;11010;125178;657509;0;0;0;0;0;0;0;0;7;8;4
2148;02/02/2021;01;03;04;07;08;11;14;15;16;18;20;22;23;24;25;0,00;0;284;9294;109286;570383;0;0;0;0;0;0;0;0;8;7;4
2149;03/02/2021;01;02;04;08;09;10;12;13;14;15;16;17;18;20;23;0,00;2;297;11135;151900;864679;0;0;0;0;0;0;0;0;9;6;4
2150;04/02/2021;01;02;03;05;07;08;09;11;12;14;15;16;21;23;25;0,00;1;355;13998;170789;944186;0;0;0;0;0;0;0;0;5;10;6
2151;05/02/2021;01;03;06;07;08;09;11;12;13;14;15;18;21;22;24;0,00;1;180;7358;109252;684383;0;0;0;0;0;0;0;0;7;8;4
2152;06/02/2021;02;03;04;06;10;11;12;13;15;16;17;18;20;23;25;0,00;1;187;8004;107594;582021;0;0;0;0;0;0;0;0;8;7;6
2153;08/02/2021;01;02;04;07;08;09;10;11;13;14;15;17;18;20;21;0,00;1;339;12050;142525;741117;0;0;0;0;0;0;0;0;7;8;5
2154;09/02/2021;03;04;05;07;08;10;11;12;16;18;19;20;21;23;24;0,00;2;296;9517;109908;601670;0;0;0;0;0;0;0;0;8;7;6
2155;10/02/2021;01;02;03;04;06;09;13;14;15;17;18;19;20;21;22;0,00;2;238;9595;112715;624878;0;0;0;0;0;0;0;0;7;8;5
2156;11/02/2021;04;05;06;07;08;10;12;13;14;17;18;19;20;21;23;0,00;2;282;9578;111402;592347;0;0;0;0;0;0;0;0;8;7;6
2157;12/02/2021;02;04;05;06;12;13;14;16;17;18;19;21;22;24;25;0,00;1;192;8100;112419;653546;0;0;0;0;0;0;0;0;9;6;5
2158;13/02/2021;03;05;07;08;09;12;14;17;18;19;20;21;23;24;25;0,00;1;359;12507;131440;636396;0;0;0;0;0;0;0;0;6;9;6
2159;17/02/2021;01;02;04;05;07;12;13;14;16;18;20;21;22;24;25;0,00;0;402;13137;167972;855159;0;0;0;0;0;0;0;0;9;6;4
2160;18/02/2021;02;04;05;06;08;11;12;14;15;16;18;19;21;24;25;0,00;6;808;20992;222315;1059739;0;0;0;0;0;0;0;0;9;6;4
2161;19/02/2021;01;02;03;05;06;07;09;13;14;15;18;19;22;24;25;0,00;1;361;11445;136557;692969;0;0;0;0;0;0;0;0;6;9;6
2162;20/02/2021;01;02;03;05;06;08;10;12;14;15;16;17;19;21;22;0,00;2;257;8142;89750;469973;0;0;0;0;0;0;0;0;8;7;5
2163;22/02/2021;01;02;04;06;10;11;12;13;16;18;19;20;21;23;25;0,00;4;357;11151;128438;639925;0;0;0;0;0;0;0;0;8;7;5
2164;23/02/2021;02;03;08;10;11;13;14;15;16;17;19;20;21;24;25;0,00;2;182;7250;95388;527793;0;0;0;0;0;0;0;0;7;8;6
2165;24/02/2021;01;03;05;06;08;13;14;15;16;17;18;20;21;22;23;0,00;2;237;8710;121209;569693;0;0;0;0;0;0;0;0;7;8;5
2166;25/02/2021;02;03;04;06;09;10;11;12;13;14;15;18;20;21;24;0,00;2;203;6944;92764;531242;0;0;0;0;0;0;0;0;9;6;4
